"(父） ASIN","（子）ASIN","商品名称","SKU","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B01N7KN6LD","B01LXNNAEY","NENRENT S570 Oreillette Bluetooth V4.1 stéréo pour le sport mini ergonomique et anti-transpiration à jogger fil avec microphone pour iPhone,iPad, Samsung et d'autres appareils Bluetooth 1 pièce Rose G","SZ-YSB-AA-21033-1","1","50.00%","1","33.33%","0%","1","100.00%","€19.49","1"
"B01N7KN6LD","B01LYMUB0S","NENRENT S570 Oreillette Bluetooth V4.1 stéréo pour le sport mini ergonomique et anti-transpiration à jogger fil avec microphone pour iPhone,iPad, Samsung et d'autres appareils Bluetooth 1 pièce Black","SZ-YSB-AA-21030-1","1","50.00%","2","66.67%","100%","2","200.00%","€38.98","1"
