"(父） ASIN","（子）ASIN","商品名称","SKU","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B074FVVVJL","B01LXBZ4WG","NENRENT S580 Bluetooth Headset, Längste Gesprächszeit bis zu 12-15 Stunden, Wireless Bluetooth Ohrhörer Kopfhörer Hörer LG HTC Smartphones","SZ-YSB-AA-21035-1","10","100.00%","17","100.00%","82%","1","10.00%","€25.70","1"
"B074FY2NXX","B077G21QF1","NENRENT S570 + Bluetooth-Ohrhörer, der kleinste Mini-Wireless-Bluetooth-Headset unsichtbar V4.1 erstellt Doppel-Headset Zwillinge Kopfhörer mit 400mAh Ladegerät Fall für iPhone Ipad Samsung Galaxy Lg","SZ-YSB-AA-21276-1","0","0.00%","0","0.00%","0%","1","0.00%","€25.97","1"
