"(父） ASIN","（子）ASIN","商品名称","SKU","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B074FY2NXX","B01NCKU7JK","NENRENT S570 Bluetooth Kopfhörer, kleinste Mini Invisible V4.1 Wireless Bluetooth Headset Ohrhörer mit Mikrofon Freisprecheinrichtung Anrufe für iPhone 8 7 6 Plus iPad Samsung HTC LG 1 Stück Nackt","SZ-YSB-AA-21075-1","38","95.00%","58","96.67%","93%","4","10.53%","€71.16","3"
"B074FY2NXX","B077G2X17J","NENRENT S570 + Bluetooth-Ohrhörer, die kleinste Mini-Wireless-Bluetooth-Headset unsichtbar v4.1 erstellt Zwillinge Kopfhörer mit 400mAh Ladegerät Fall für iPhone Samsung Galaxy lg 1 pipece Schwarz","SZ-YSB-AA-21279-1","2","5.00%","2","3.33%","100%","1","50.00%","€23.47","1"
