"(父） ASIN","（子）ASIN","商品名称","SKU","买家访问次数","买家访问次数百分比","页面浏览次数","页面浏览次数百分比","购买按钮赢得率","已订购商品数量","订单商品数量转化率","已订购商品销售额","订单商品种类数"
"B074FY2NXX","B07N1DX5C4","NENRENT kabellose Ohrhörer, Bluetooth 5.0 Ture kabellose Ohrhörer HD-Stereo-Audio-Sound, kabellose Kopfhörer mit Ladetasche 18-Stunden-Musikwiedergabezeit, Sportkopfhörer mit eingebautem Mikrofon","SZ-YSB-AA-21407","1","2.00%","2","3.64%","50%","2","200.00%","€79.94","2"
"B074FY2NXX","B01NCKU7JK","NENRENT S570 Bluetooth Kopfhörer, kleinste Mini Invisible V4.1 Wireless Bluetooth Headset Ohrhörer mit Mikrofon Freisprecheinrichtung Anrufe für iPhone 8 7 6 Plus iPad Samsung HTC LG 1 Stück Nackt","SZ-YSB-AA-21075-1","49","98.00%","53","96.36%","100%","1","2.04%","€17.79","1"
